车牌	VIN	ICCID	最后通讯时间	最后有效里程	电压	最后有效总电压上传时间	最后经度	最后纬度
浙AH07U0	LGHC4V1D2HE203131	89860117750004328895	20180712012044	35.0	558.7	20180628122131	120.046273	30.313807
浙AM50Q2	LGHC4V1D4HE203132	89860117750004318193	20180712012231	54.0	547.7	20180710131559	120.045923	30.31383
浙AJ50Y2	LGHC4V1D1HE203136	89860117750004317161	20180712075616	45.0	565.8	20180511152720	120.045882	30.313973
浙AK31U0	LGHC4V1D5HE203138	89860117750004315223	20180712044413	31.0	562.5	20180513122419	120.045673	30.314073
浙AL81T6	LGHC4V1D3HE203140	89860117750004317690	20180712065732	33.0	556.4	20180511142926	120.045952	30.314043
浙AJ51G2	LGHC4V1D9HE203143	89860117750004326782	20180712071813	35.0	565.1	20180513145520	120.045648	30.31392
浙AM18Q3	LGHC4V1D2HE203145	89860117750004327939	20180712050152	80.0	505.1	20180619152357	120.045928	30.313915
浙AM56C5	LGHC4V1D4HE203471	89860117750004327681	20180712045133	112.0	550.3	20180619151329	120.04597	30.313873
浙AM18T6	LGHC4V1D1HE203475	89860117750004328077	20180712072347	40.0	571.0	20180513150215	120.0456	30.313882
浙AM18Y9	LGHC4V1D5HE203477	89860117750004317419	20180712012033	37.0	565.8	20180710131355	120.045707	30.313695
浙AH20B0	LGHC4V1D5HE203480	89860117750004325453	20180712081722	33.0	572.0	20180511154821	120.045802	30.31396
陕A0D7F8	LGHC4V1D8HE205532	89860117750004315355	20180712035418	1295.0	557.0	20180608132815	108.80669	34.288628
陕A7D6C4	LGHC4V1DXHE205533	89860117750004318532	20180712095806	38.0	525.2	20180427162723	108.806608	34.28915
陕A5D7H1	LGHC4V1D3HE205535	89860117750004316726	20180712095942	45.0	573.5	20180427163014	108.806638	34.288885
陕A0D3X1	LGHC4V1D5HE205536	89860117750004319811	20180712110655	42.0	523.1	20180428174304	108.806933	34.288768
陕A3D5L0	LGHC4V1D9HE205538	89860117750004315348	20180712085124	4465.0	588.2	20180712085124	109.140953	34.285945
陕A3D7G1	LGHC4V1D0HE205539	89860117750004328457	20180712051813	739.0	569.5	20180607144610	109.259515	34.41343
陕A2D6Y5	LGHC4V1D7HE205540	89860117750004318102	20180712095714	45.0	524.7	20180427162636	108.806742	34.289173
陕A7D2J4	LGHC4V1D0HE205542	89860117750004328770	20180712095841	44.0	520.8	20180427162929	108.80669	34.288842
陕A5D7S0	LGHC4V1D2HE205543	89860117750004329935	20180712111959	20.0	526.6	20180428175241	108.806885	34.289107
陕A0D6F1	LGHC4V1D4HE205544	89860117750004315850	20180712115943	18781.0	0.0	20180712115943	108.877633	34.314613
陕A5D6H1	LGHC4V1D8HE205546	89860117750004328325	20180712080019	18.0	522.6	20180427143259	108.806483	34.289205
陕AD00267	LGHC4V1DXHE205547	89860117750004314291	20180712115948	1948.0	562.5	20180712115948	109.072862	34.398703
川AD18584	LGHC4V1D3HE203350	89860117750004319886	20180712115956	8177.0	579.8	20180712115956	104.17702	31.10782
川AD18696	LGHC4V1DXHE203362	89860117750004329778	20180712110933	12253.0	575.1	20180712110933	104.149185	30.630375
川AD07467	LGHC4V1D3HE203364	89860117750004318920	20180712115932	30118.0	524.0	20180712115932	104.324632	30.990198
川AD12478	LGHC4V1D8HE203781	89860117750004332939	20180712115948	22013.0	558.9	20180712115948	104.057872	30.660853
川AD17377	LGHC4V1D3HE203784	89860117750004321056	20180712115953	13781.0	591.4	20180712115953	103.895417	30.610315
川AD18677	LGHC4V1D4HE203793	89860117750004326220	20180712112317	20195.0	578.6	20180712112317	104.031895	30.545622
川AD15081	LGHC4V1D8HE203795	89860117750004321296	20180712115945	28826.0	536.0	20180712115945	104.027207	30.636998
川AD18686	LGHC4V1D3HE203798	89860117750004321114	20180712114201	25891.0	555.6	20180712114201	103.936413	30.601053
川AD06382	LGHC4V1D5HE203804	89860117750004334356	20180712115932	29518.0	525.2	20180712115932	104.209795	30.858427
浙AK11C9	LGHC4V1D7HE203481	89860117750004327384	20180712082303	69.0	564.6	20180511155432	120.045747	30.313927
浙AL69U0	LGHC4V1D0HE203483	89860117750004318177	20180712050026	76.0	565.1	20180511141606	120.045888	30.313897
浙AN18M9	LGHC4V1D6HE203486	89860117750004317401	20180712073757	35.0	570.6	20180513152056	120.045627	30.313783
浙AK33Y3	LGHC4V1DXHE203488	89860117750004326808	20180712051301	34.0	570.9	20180513125323	120.045687	30.313755
浙AK55V8	LGHC4V1D3HE203493	89860117750004317872	20180712034837	362.0	572.6	20180606131316	119.150688	29.615705
浙AM11T0	LGHC4V1D7HE203495	89860117750004315660	20180712011628	43.0	564.0	20180706125241	120.046003	30.313915
浙AM03H0	LGHC4V1D0HE203497	89860117750004325685	20180712032334	84.0	565.6	20180708150817	120.196582	30.19805
浙AK76N9	LGHC4V1D4HE203504	89860117750004317955	20180712101432	63.0	562.6	20180620204042	120.045692	30.31433
浙AH08U8	LGHC4V1D6HE203505	89860117750004327244	20180712054929	33.0	565.1	20180619161027	120.045927	30.313867
琼AD08929	LGHC4V1D9HE203577	89860117750004317070	20180712090447	43.0	569.0	20180420150504	110.358132	20.050663
琼AD00509	LGHC4V1D2HE203579	89860117750004325446	20180712021136	53.0	566.5	20180711140933	110.358502	20.050932
琼AD05618	LGHC4V1D6HE203584	89860117750004326493	20180709040624	0.0	570.8	20180105144057	110.358232	20.05076
陕A9D0F4	LGHC4V1D3HE205549	89860117750004338704	20180712074554	2572.0	588.3	20180710175015	108.865368	34.324027
陕A9D7U5	LGHC4V1DXHE205550	89860117750004314846	20180712090356	13.0	535.7	20180428153913	108.806755	34.289078
陕A2D8X5	LGHC4V1D1HE205551	89860117750004316643	20180712002837	1576.0	586.0	20180710122220	109.15629	34.234715
陕A3D8P1	LGHC4V1D3HE205552	89860117750004325495	20180712115957	16323.0	573.8	20180712115957	108.84175	34.162177
陕A0D6U2	LGHC4V1D7HE205554	89860117750004313103	20180712100009	14.0	529.2	20180427163026	108.80671	34.289012
陕A2D4G6	LGHC4V1D9HE205555	89860117750004328424	20180712102250	21.0	531.7	20180428165807	108.80673	34.288912
陕A6D2B7	LGHC4V1D0HE205556	89860117750004325271	20180712011230	21.0	528.1	20180703123535	108.867052	34.323642
琼AD09086	LGHC4V1D1HE203590	89860117750004316114	20180712103721	409.0	572.1	20180702095351	110.369838	20.044005
琼AD09688	LGHC4V1D5HE203592	89860117750004317666	20180712075729	45.0	561.5	20180608173150	110.358427	20.050898
琼AD09890	LGHC4V1D2HE203596	89860117750004317286	20180712075423	45.0	558.6	20180608172722	110.358317	20.050775
琼AD09058	LGHC4V1D2HE203601	89860117750004329497	20180712074307	54.0	565.0	20180608171829	110.358552	20.050787
琼AD00588	LGHC4V1D8HE203604	89860117750004329158	20180712074319	60.0	571.9	20180608171842	110.358505	20.050733
川AD18638	LGHC4V1D4HE203809	89860117750004329513	20180712103505	14715.0	552.5	20180712103505	104.116163	30.796575
川AD17356	LGHC4V1D0HE203810	89860117795910148192	20180712115958	26025.0	518.7	20180712115958	104.177155	31.107765
川AD02016	LGHC4V1D1HE203816	89860117750004321361	20180712115958	33069.0	574.7	20180712115958	104.239792	30.551918
川AD12389	LGHC4V1D4HE203017	89860117750004317369	20180712112921	8256.0	610.2	20180712112921	103.971498	30.544958
川AD05873	LGHC4V1D8HE203019	89860117750004315777	20180712115941	15651.0	569.9	20180712115941	104.074397	30.679465
川AD16219	LGHC4V1DXHE203023	89860117750004327905	20180712091327	9524.0	566.1	20180710090454	104.240003	30.817687
川AD05813	LGHC4V1D5HE203026	89860117750004325677	20180712115947	22682.0	578.6	20180712115947	103.969098	30.57566
琼AD00116	LGHC4V1D0HE203273	89860117750004328929	20180408155025	81.0	521.5	20180105202722	110.35828	20.050752
琼AD02209	LGHC4V1D6HE203276	89860117750004316353	20180712075034	75.0	511.6	20180608172353	110.35846	20.050815
琼AD05600	LGHC4V1DXHE203278	89860117750004325834	20180606172555	74.0	0.0	20180531125329	110.358342	20.050668
琼AD09855	LGHC4V1D3HE203283	89860117750004319076	20180712024201	69.0	519.3	20180624132522	110.358418	20.05074
琼AD09662	LGHC4V1D5HE203284	89860117750004327392	20180712035507	79.0	518.3	20180626144741	110.358585	20.050892
琼AD01618	LGHC4V1D2HE203288	89860117750004319266	20180712075700	75.0	577.0	20180608173258	110.358268	20.050887
琼AD09606	LGHC4V1D0HE203290	89860117750004319142	20180712024826	56.0	521.2	20180614004639	110.358112	20.050787
琼AD08618	LGHC4V1D8HE203294	89860117750004327087	20180712074556	76.0	517.2	20180608172004	110.358453	20.050665
皖AD28572	LGHC4V1DXHE203670	89860117750004334604	20180712093203	1537.0	569.8	20180712093203	117.272515	31.817015
皖AD24209	LGHC4V1D1HE203671	89860117750004334638	20180712015455	1666.0	557.6	20180528103945	117.425295	31.834252
皖AD26739	LGHC4V1D3HE203672	89860117750004327566	20180712091019	3731.0	572.5	20180711210831	117.273202	31.816697
皖AD22287	LGHC4V1D7HE203674	89860117750004322187	20180712033255	28.0	564.6	20180707151313	117.425367	31.834448
皖AD28536	LGHC4V1D9HE203675	89860117750004322138	20180711233239	2655.0	571.5	20180704105917	117.40429	31.834977
川AD09418	LGHC4V1D0HE202768	89860117750004313145	20180712115931	16985.0	560.0	20180712115931	104.043547	30.794843
川AD06398	LGHC4V1D2HE202772	89860117750004311800	20180712115945	16720.0	560.8	20180712115945	104.034668	30.75658
川AD00331	LGHC4V1D8HE202775	89860117750004338803	20180712115957	13184.0	571.1	20180712115957	104.155452	30.591227
川AD04808	LGHC4V1DXHE202776	89860117750004318599	20180712115934	31150.0	573.7	20180712115934	104.094328	30.485912
川AD05386	LGHC4V1D6HE203763	89860117750004322096	20180712115936	11392.0	571.2	20180712115936	103.986193	30.532907
川AD15079	LGHC4V1D8HE203764	89860117750004321650	20180712115940	12201.0	581.4	20180712115940	103.987815	30.616728
川AD05388	LGHC4V1D3HE203767	89860117750004320595	20180712115956	12042.0	567.0	20180712115956	104.092475	30.758055
川AD04866	LGHC4V1D5HE203768	89860117750004324183	20180712105535	10178.0	589.0	20180712105535	104.03908	30.625448
川AD05358	LGHC4V1D7HE203772	89860117750004324308	20180712115944	14365.0	569.7	20180712115944	104.038218	30.752948
川AD09826	LGHC4V1D0HE203774	89860117750004322617	20180712115944	16010.0	536.7	20180712115944	103.884965	30.590692
川AD02073	LGHC4V1D2HE203775	89860117750004324290	20180712115931	8572.0	542.7	20180712115931	104.111075	30.74949
皖AD22341	LGHC4V1D0HE203676	89860117750004319001	20180712034340	26.0	565.1	20180707152354	117.42515	31.834202
皖AD28263	LGHC4V1D2HE203680	89860117750004326543	20180712032428	23.0	572.8	20180707150451	117.425205	31.834243
皖AD29539	LGHC4V1D4HE203681	89860117750004321445	20180712034425	3912.0	564.8	20180703150706	117.42451	31.834513
皖AD26821	LGHC4V1D6HE203682	89860117750004327079	20180712084940	231.0	583.7	20180712084940	117.425065	31.831358
皖AD06994	LGHC4V1D1HE203685	89860117750004322062	20180712053841	1799.0	571.5	20180622161303	117.404413	31.834998
皖AD23677	LGHC4V1D3HE203686	89860117750004322146	20180712031332	26.0	565.5	20180707145343	117.424792	31.834723
皖AD22576	LGHC4V1D7HE203688	89860117750004325255	20180712112711	730.0	570.8	20180712112711	117.300595	31.928238
皖AD28690	LGHC4V1D9HE203689	89860117750004325552	20180606022913	169.0	571.4	20180529135557	117.378668	31.837012
皖AD23775	LGHC4V1D5HE203690	89860117795950225975	20180712025726	27.0	564.7	20180707143737	117.42418	31.83436
皖AD24201	LGHC4V1D7HE203691	89860117750004328531	20180712002600	1720.0	570.9	20180627232429	117.378778	31.837117
皖AD27208	LGHC4V1D0HE203693	89860117750004321981	20180712031105	25.0	571.6	20180707145124	117.425178	31.834213
皖AD23736	LGHC4V1D2HE203694	89860117750004326550	20180712030150	104.0	573.0	20180707144238	117.424302	31.83464
皖AD20268	LGHC4V1D4HE203695	89860117750004321163	20180712031352	2272.0	572.1	20180712031352	117.272243	31.817722
皖AD28248	LGHC4V1D8HE203697	89860117750004322369	20180712035904	2881.0	573.8	20180711035433	117.272958	31.816705
川AD10798	LGHC4V1DXHE203779	89860117750004321346	20180712101447	5010.0	589.2	20180712101447	103.906855	30.694817
川AD06381	LGHC4V1D3HE203087	89860117750004318391	20180712115958	30761.0	571.6	20180712115958	104.052082	30.58579
川AD18681	LGHC4V1D7HE203089	89860117750004327897	20180712115938	33095.0	564.0	20180712115938	104.208133	30.858635
浙FW780M	LGHC4V1DXHE204253	89860117750004337359	20180712005914	43.0	561.0	20180619112129	120.708183	30.721367
浙FX903Q	LGHC4V1D3HE204255	89860117750004331675	20180712010129	36.0	562.6	20180619112224	120.708032	30.721382
川AD18676	LGHC4V1D0HE204259	89860117750004331006	20180712120000	1100.0	572.1	20180712120000	104.187918	30.66189
川AD06002	LGHC4V1D8HE204266	89860117750004337599	20180712115956	3839.0	559.0	20180712115956	104.374975	30.459038
川AD00085	LGHC4V1D6HE203617	89860117750004329695	20180712114519	10782.0	570.9	20180712114519	103.980205	30.560587
川AD00060	LGHC4V1DXHE203622	89860117750004327129	20180712115942	10114.0	559.0	20180712115942	103.991045	30.680688
川AD00089	LGHC4V1D3HE203624	89860117750004319043	20180712093756	16493.0	597.6	20180711213546	104.124872	30.795895
川AD18411	LGHC4V1D8HE203408	89860117750004323250	20180712114153	9429.0	565.9	20180712114153	104.052065	30.760267
川AD02969	LGHC4V1DXHE203412	89860117750004324613	20180712010054	846.0	565.5	20180703122356	104.005678	30.661282
皖AD23197	LGHC4V1D4HE203728	89860117750004329075	20180712034228	32.0	565.1	20180707152253	117.4251	31.83431
皖AD22116	LGHC4V1D6HE203729	89860117750004321387	20180712030123	25.0	565.5	20180707143947	117.424207	31.834607
皖AD20215	LGHC4V1D2HE203730	89860117750004328168	20180711111935	170.0	555.3	20180528200426	117.425793	31.83421
皖AD29532	LGHC4V1D4HE203731	89860117750004321874	20180712085503	30.0	578.8	20180528174119	117.425818	31.834213
皖AD27851	LGHC4V1D6HE203732	89860117750004334786	20180712115622	6643.0	571.6	20180712115622	117.310548	31.790677
皖AD04985	LGHC4V1DXHE203734	89860117750004324720	20180712015715	84.0	565.8	20180528104125	117.425117	31.834388
皖AD27859	LGHC4V1D3HE203736	89860117750004333770	20180712115955	1741.0	573.6	20180712115955	117.272568	31.816885
皖AD26738	LGHC4V1D7HE203738	89860117750004321734	20180712044054	4658.0	570.6	20180712044054	117.271973	31.817615
皖AD28612	LGHC4V1D5HE203740	89860117750004323581	20180712014351	29.0	564.7	20180528102730	117.42546	31.834185
皖AD23666	LGHC4V1D9HE203742	89860117750004325404	20180712110042	2722.0	564.4	20180712110042	117.378535	31.837032
皖AD27233	LGHC4V1D0HE203743	89860117750004324381	20180712033635	32.0	566.1	20180707151647	117.425392	31.834238
苏AD39833	LGHC4V1D1HE203508	89860117750004329521	20180712004435	3965.0	0.0	20180710123818	118.818988	31.917553
苏AD06718	LGHC4V1D1HE203511	89860117750004319423	20180601140830	49.0	572.6	20180601140830	118.817502	31.827088
苏AD07657	LGHC4V1D3HE203512	89860117750004328606	20180712053122	0.0	549.8	20180331215830	118.81432	31.830958
川AD02938	LGHC4V1D3HE203414	89860117750004323128	20180704172134	253.0	566.7	20180626164555	104.122765	30.798572
川AD02956	LGHC4V1D7HE203416	89860117750004324191	20180712115946	9909.0	573.0	20180712115946	104.159863	30.801212
川AD17597	LGHC4V1D9HE203417	89860117750004333994	20180712115948	7878.0	568.8	20180712115948	104.08629	30.64203
川AD15290	LGHC4V1D0HE203418	89860117750004333556	20180712060357	759.0	571.3	20180626165624	104.122808	30.798768
陕A3D5P2	LGHC4V1D9HE203420	89860117750004324373	20180712065124	1263.0	572.7	20180604160707	108.695165	34.349663
贵A083T8	LGHC4V1D2HE202917	89860117750004329273	20180712104829	324.0	574.6	20180703100911	106.686008	26.487863
贵AD07829	LGHC4V1D9HE202106	89860117796000438808	20180513131832	143.0	563.7	20180418112801	106.584963	26.630807
贵AD08162	LGHC4V1D3HE203753	89860117750004323714	20180712051316	52.0	564.7	20180706164927	106.585152	26.631193
浙DD15X9	LGHC4V1D0HE203029	89860117750004315900	20180712115937	2494.0	571.5	20180712115937	120.464435	30.300398
浙DD21C7	LGHC4V1D2HE203033	89860117750004317054	20180712112002	1992.0	589.8	20180712112002	120.242088	30.415112
浙DD83C0	LGHC4V1D8HE203036	89860117750004329125	20180712113223	99.0	536.0	20180704105727	120.518248	30.153327
浙DD77H3	LGHC4V1D3HE203039	89860117750004318953	20180712114235	7629.0	586.9	20180712114235	120.34548	29.925253
苏AD06761	LGHC4V1D7HE203514	89860117750004318821	20180712091753	125.0	565.0	20180712091753	118.816262	31.829495
陕A6D5J3	LGHC4V1D2HE204201	89860117750004333895	20180712115303	21805.0	576.1	20180712115303	108.96078	34.134537
陕A1D5Q7	LGHC4V1D1HE204206	89860117750004332707	20180712095718	2904.0	587.5	20180712095718	108.9584	34.134733
陕A3D8L5	LGHC4V1D0HE204214	89860117750004334026	20180712112014	199.0	519.3	20180712112014	108.657317	34.03067
桂AD08520	LGHC4V1D0HE203872	89860117750004337904	20180712092158	1132.0	0.0	20180704204923	108.236798	22.80515
桂AD08159	LGHC4V1D4HE203874	89860117750004338027	20180712115331	4860.0	573.8	20180712115331	108.254088	22.783312
桂AD01505	LGHC4V1D1HE203878	89860117750004323375	20180705143806	234.0	535.7	20180628140523	108.53502	24.540227
桂AD08769	LGHC4V1DXHE203880	89860117750004334679	20180712115958	2521.0	516.0	20180712115958	110.352312	22.717082
桂AD04827	LGHC4V1D1HE203881	89860117750004333127	20180712054345	1029.0	583.3	20180709173311	108.236792	22.805203
桂AD03375	LGHC4V1D9HE204115	89860117750004323391	20180712114226	7935.0	590.7	20180712114226	107.147467	23.606822
桂AD03792	LGHC4V1D0HE204116	89860117750004323300	20180712054807	492.0	559.3	20180709173719	108.2368	22.805138
桂AD08850	LGHC4V1D2HE204117	89860117750004333333	20180712102727	4881.0	520.6	20180712102727	108.262137	22.788542
皖BD07005	LGHC4V1D0HE204004	89860117750004323649	20180712010642	43.0	579.2	20180623114418	118.311337	30.91221
浙DD72Z3	LGHC4V1D1HE203041	89860117750004318656	20180712080853	332.0	557.0	20180515141445	120.493872	30.139675
浙DD83A5	LGHC4V1D5HE203043	89860117750004329505	20180712115956	12870.0	543.3	20180712115956	120.345088	29.924897
鄂AD12561	LGHC4V1D6HE202788	89860117750004312329	20180712063934	166.0	526.2	20180608161323	114.509557	30.60337
鄂AD17616	LGHC4V1D8HE202789	89860117750004316031	20180712040537	65.0	529.3	20180619142803	114.509402	30.603347
鄂AD11992	LGHC4V1D5HE202796	89860117750004316858	20180712030859	60.0	520.3	20180703143232	114.508867	30.603178
鄂AD11798	LGHC4V1D7HE202797	89860117750004310828	20180712040556	68.0	566.5	20180619142714	114.509427	30.603405
鄂AD12197	LGHC4V1D4HE202806	89860117750004316817	20180712064909	77.0	525.5	20180605161009	114.509585	30.603188
鄂AD12179	LGHC4V1D8HE202808	89860117750004326576	20180712103511	2774.0	525.2	20180712103511	114.50908	30.603018
鄂AD11529	LGHC4V1D5HE202815	89860117750004310364	20180712034510	60.0	520.3	20180703150813	114.508923	30.603307
鄂AD12785	LGHC4V1D2HE202819	89860117750004328432	20180712032024	64.0	519.7	20180703144329	114.50889	30.603123
鄂AD11963	LGHC4V1D9HE202820	89860117750004326345	20180712012205	59.0	539.7	20180619114329	114.509403	30.603278
鄂AD12670	LGHC4V1D8HE202825	89860117750004325263	20180712115940	5820.0	563.0	20180712115940	114.638632	30.901827
鄂AD27829	LGHC4V1DXHE202826	89860117750004315504	20180712063802	63.0	573.1	20180608161216	114.509378	30.603243
粤AD00004	LGHC4V1D0HE202611	89860117796000678635	20180418183559	209.0	553.3	20180418183559	113.303825	23.313592
粤A7N2L0	LGHC4V1D9HE202624	89860117795950087573	20180712031457	10957.0	571.1	20180712031457	113.221868	23.289792
粤A3M5D9	LGHC4V1D0HE202625	89860117796000679476	20180612114002	92.0	571.5	20180612114002	113.303127	23.314268
川AD02050	LGHC4V1D6HE202399	89860117735910498486	20180712112919	1469.0	572.6	20180712112749	103.988123	30.527088
川A17E1L	LGHC4V1D9HE202400	89860117795950234928	20180712064911	36.0	571.5	20180510141704	104.1817	30.557228
